smiles,measured_log_solubility,original_split
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1.2807107737029446,train
CC(C)Br,0.617825972269603,train
CC(C)CC(C)(C)C,-0.9063252135077883,train
CCC,0.44847584051655964,train
CCOC=C,0.9758805365474663,train
CCC#C,0.7871761040226466,train
CCCCC(C)(O)CC,0.612987397076659,train
CC#N,1.5129623829642616,train
ClCC(Cl)(Cl)Cl,0.3323500358859011,train
CCCCO,1.3871594279477149,train
CC(C)CCO,1.1403920931075657,train
CC(=C)C,0.2597714079917397,train
CC(=C)C(=C)C,0.22590138164113108,train
CCCI,0.2791257087635161,train
CCCO,1.687151089910249,train
CCCC(C)O,1.246840747352336,train
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-0.9934195669807819,train
CCC(C)CCO,1.0436205892486838,train
CCCCI,-0.045058829163738504,train
CCCCCCCC(=O)OCC,-0.25311756246033484,train
CCSSCC,0.21622423125524287,train
CCOCCOCC,1.0145891380910192,train
CCCCCC=C,-0.41762911902043415,train
CCCCN(CC)C(=O)SCCC,-0.3208576151615521,train
CCCCOC=O,0.7242746265143732,train
BrC(Cl)Cl,0.6420188482343235,train
CBr,1.004911987705131,train
CC(C)C=C,0.06622840027397577,train
CC,0.7291132017073173,train
CC(=O)N,2.1516543084328825,train
CC(O)C(C)(C)C,1.0871677659851806,train
CCCC(=O)OCC,0.7291132017073173,train
CCCCCCCCCO,-0.06925170512845892,train
BrCBr,0.8210461303732552,train
CCSC(=O)N(CC(C)C)CC(C)C,-0.39343624305571373,train
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,0.3129957351141247,train
CCCCCl,0.4049286637800628,train
CCNC(=S)NCC,0.6807274497778764,train
CCCCC(=O)OC,0.7387903520932055,train
CCCCCOC(=O)CC,0.7678218032508701,train
CCBr,0.859754731916808,train
CCC#CCC,0.4242829645518391,train
CCC(=C)C,0.06622840027397577,train
CCOC(C)OCC,1.1791006946511184,train
CCCCOCCO,1.1839392698440627,train
ClCCCCl,0.6033102466907707,train
CC(C)C(C)C,-0.3789205174768813,train
CCC=C,0.44847584051655964,train
FC(F)(Cl)C(F)(Cl)Cl,-0.08376743070729133,train
CCC#N,1.5226395333501495,train
OCC(O)CO,1.929079849557454,train
CCCCOC,0.908140483846249,train
CN(C)C(=O)C,1.9242412743645099,train
C=C,1.1936164202299508,train
CC(C)(C)CCO,1.1452306683005098,train
CC(C)SC(C)C,0.30331858472823653,train
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-1.2934112289433162,train
CCCC(C)(C)CO,0.6516959986202118,train
CCCOC,1.198454995422895,train
CC(C)OC(=O)C,1.1210377923357893,train
ClC=C,0.5404087691824975,train
BrC(Br)(Br)Br,-0.13215318263673237,train
CCCCCCCCC,-1.4579227855034154,train
CCCCCC(C)C,-1.0708367700678876,train
CCC(O)C(C)C,1.0484591644416281,train
CCCCCCC,-0.8047151344559622,train
CCCCCC(=O)C,0.6855660249708205,train
COP(=O)(NC(C)=O)SC ,1.6484424883666962,train
CCCCSP(=O)(SCCCC)SCCCC,-1.099868221225552,train
CC=C(C)C,0.14848417855402543,train
CCCC(C)(O)CC,0.9129790590391931,train
CCCCCCCC,-1.1482539731549932,train
CCC=O,1.6677967891384726,train
ClC(Cl)Cl,0.8210461303732552,train
CCCCC(CC)C=O,0.35654291185062176,train
CCC(CC)C=O,0.6516959986202118,train
CCCOCCC,0.6033102466907707,train
CCCCCCCCCCCCCCO,-1.4385684847316391,train
NC(=O)N,1.8516626464703483,train
CCCC#C,0.5936330963048826,train
CCCCCCCCCCCCCCCCCCO,-2.677243734125329,train
CC(C)CCOC=O,0.6516959986202118,train
CCOP(=O)(OCC)OCC,1.5952181612443113,train
CC(C)N(=O)=O,1.0871677659851806,train
OCC(O)C(O)CO,1.7258596914538016,train
CNC(=O)C=C(C)OP(=O)(OC)OC,1.7021506730083755,train
CCC(C)C(C)C,-0.6837507546323598,train
CCCCCC#C,-0.06925170512845892,train
ClCC(C)C,0.419444389358895,train
CCCCCCCCCCCC(=O)OC,-0.8821323375430679,train
CCCSCCC,0.13880702816813723,train
CCCCCBr,-0.10312173147906775,train
CCCC/C=C/C,-0.461176295756931,train
CC(Cl)(Cl)Cl,0.419444389358895,train
CCOCC,1.343612251211218,train
COCOC,1.6194110372090316,train
CCC(C)O,1.6145724620160875,train
C=CCS(=O)SCC=C,0.9855576869333545,train
CC(C)COC=O,0.8984633334603608,train
CCCCCC,-0.4708534461428192,train
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.28396428395646034,train
CC(C)CC(C)(C)O,0.9420105101968578,train
CCC(C)(C)C,-0.33053476554744027,train
C=CCC=C,0.37589721262239817,train
CCCCCC(O)CC,0.42912153974478323,train
CCCC(C)CO,0.8500775815309198,train
CCCCC(C)(C)O,0.8645933071097521,train
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-1.124061097190273,train
CCOC(=O)CC,1.0678134652134041,train
NC(N)=NC#N ,1.2371635969664478,train
ClC(Cl)(Cl)N(=O)=O,0.419444389358895,train
CCCCCCC(=O)OCC,0.06138982508103156,train
COC(=O)C,1.6097338868231434,train
CCCC(O)C=C,1.101683491564013,train
CCCCOCCCC,0.49202301725305647,train
CCCCCCCCCCCCO,-0.9353566646654526,train
CCCC(C)(C)O,1.150069243493454,train
CCCCCC(C)(C)O,0.5549244947613298,train
C,0.951687660582746,train
CCC(C)C(=O)C,1.0629748900204603,train
CN(=O)=O,1.5129623829642616,train
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-0.9740652662090055,train
C=CCCC=C,0.09042127623869618,train
CCCCC=C,-0.1757003593732292,train
CCCCCCCC(=O)C,0.13880702816813723,train
C#C,1.5274781085430937,train
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,0.16880619436439076,train
CC(Cl)CCl,0.612987397076659,train
CCCC=C(CC)C=O,0.19686993048346646,train
CCOP(=S)(OCC)SCCSCC,-0.6595578786676394,train
CCCCCCCCCCCCCCCO,-1.685335819571788,train
CC(C)I,0.37589721262239817,train
CC(C)C(=O)C,1.3290965256323857,train
CCCCCCCCCCCCCCCC,-2.677243734125329,train
CCCCCCC(=O)C,0.3952515133941746,train
CCCCCCCCC(=O)OC,-0.24827898726739064,train
CCO,1.9194026991715658,train
CCCCCCCCBr,-1.0611596196819992,train
CCC(O)CC,1.2710336233170565,train
CC(C)CCCO,0.8355618559520875,train
CCC(C)(C)O,1.4597380558418762,train
CCOC=O,1.4597380558418762,train
CCCCS,0.3323500358859011,train
ClC(=C(Cl)Cl)Cl,0.15816132893991364,train
CCC(=O)CC,1.2516793225452802,train
C=CC#N,1.4597380558418762,train
CCCCC(=O)C,1.0000734125121868,train
CCCCC(C)CC,-1.1095453716114405,train
BrCCBr,0.5742787955331062,train
COC(=O)C=C,1.2807107737029446,train
CCC(O)(CC)CC,0.9758805365474663,train
CC(C)C(=O)C(C)C,0.7581446528649819,train
CSSC,0.6904046001637646,train
CCCCC(O)CC,0.6758888745849323,train
CCCCC(CC)CO,0.36622006223651,train
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-0.6866538997481263,train
CN(C)C(=S)SSC(=S)N(C)C ,-0.4998848973004838,train
CCCCCCCCCCO,-0.3692433670909931,train
CCC(C)(C)CC,-0.6595578786676394,train
CNC(=O)C(C)SCCSP(=O)(OC)(OC),1.9406924300205197,train
CCCC=O,1.3823208527547708,train
CCCC,0.14364560336108143,train
ClC(Cl)C(Cl)(Cl)Cl,0.12912987778224902,train
CC(C)CO,1.435545179877156,train
ICI,0.2549328327987957,train
CCCC(O)CCC,0.709758900935541,train
CCCCCOC(=O)C,0.4726687164812801,train
FC(F)(Cl)C(F)(F)Cl,0.06138982508103156,train
CC=CC=O,1.541993834121926,train
CN(C)C(=O)N(C)C ,1.8419854960844602,train
CCN(CC)C(=S)SCC(Cl)=C,-0.25311756246033484,train
ClCC,0.8742704574956403,train
CC/C=C\C,0.15816132893991364,train
CNC(=O)ON=C(CSC)C(C)(C)C ,0.6033102466907707,train
CCCCCCCCCCCCCCCCCCCC,-2.5669242197262037,train
CCC(CC)CO,0.8210461303732552,train
Cl\C=C/Cl,0.7581446528649819,train
CC(C)CC(C)O,1.0000734125121868,train
CC(C)(C)CO,1.1936164202299508,train
CC=C,0.8645933071097521,train
CCCCCCC(C)O,0.37589721262239817,train
CC(C)COC(=O)C,0.8016918296014789,train
CC(C)C(C)(C)C,-0.7224593561759126,train
FC(F)(F)C(Cl)Br ,0.5597630699542739,train
CNC(=O)ON=C(SC)C(=O)N(C)C,1.4384483249929223,train
CCSCCSP(=S)(OC)OC,-0.10844416419130631,train
CCC(C)C,-0.15150748340850878,train
N#Cc1ccccc1,0.903301908653305,train
CCOc1ccc(NC(=O)C)cc1,0.25009425760585147,train
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-1.2595412025927073,train
CCc1ccc(CC)cc1,-0.4273062694063224,train
CN(C)C(=O)SCCCCOc1ccccc1,-0.5129490503214329,train
CC(=O)Nc1ccc(Br)cc1,-0.10457330403695103,train
Cc1ccccc1O,1.0871677659851806,train
Nc1ccc(O)cc1,1.0000734125121868,train
Cc1ccc(C)cc1,0.046874099502199354,train
CCc1ccccc1CC,-0.19989323533794962,train
O=N(=O)c1c(Cl)c(Cl)ccc1,-0.2966647391968317,train
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-1.341796980872757,train
CC(C)c1ccccc1,-0.1950546601450056,train
Oc1ccccc1N(=O)=O,0.5452473443754415,train
Oc1c(I)cc(C#N)cc1I,-0.3595662167051049,train
c1ccccc1O,1.3871594279477149,train
COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-0.7572970975651101,train
CCCCCCc1ccccc1,-1.1337382475761608,train
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-1.3466355560657013,train
Oc1cccc(c1)N(=O)=O,0.8984633334603608,train
CCSCc1ccccc1OC(=O)NC ,0.37589721262239817,train
CC(C)(C)c1ccc(O)cc1,0.22106280644818688,train
Clc1cccc(I)c1,-0.33053476554744027,train
Cc1cccc(C)c1,0.022681223537478944,train
Oc1cccc(O)c1,1.779084018576187,train
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-1.8159773497812788,train
Cc1ccc(Cl)cc1,-0.10312173147906775,train
CCCCOC(=O)c1ccc(N)cc1,-0.10408944651765646,train
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-1.5759840202112514,train
Clc1ccc(Cl)c(Cl)c1Cl,-0.8240694352277387,train
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-1.3959890230337313,train
Clc1cc(Cl)c(Cl)c(Cl)c1,-0.853100886385403,train
Nc1ccccc1O,1.0387820140557396,train
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,0.6125035395573646,train
CNC(=O)Oc1ccccc1OC(C)C,0.3952515133941746,train
Cc1ccccc1Cl,-0.3160190399686081,train
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-0.9653558308617063,train
Fc1ccccc1,0.5162158932177769,train
Cc1cc(C)c(C)c(C)c1C,-0.5482706492299249,train
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-1.3882473027250208,train
Cc1ccc(cc1N(=O)=O)N(=O)=O,0.022681223537478944,train
CNC(=O)Oc1cccc(N=CN(C)C)c1,0.2549328327987957,train
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-0.8240694352277387,train
NC(=S)Nc1ccccc1,0.5307316187966092,train
Oc1ccc(Cl)cc1,1.0484591644416281,train
Cc1cccc(N)c1,0.9758805365474663,train
CCOC(=O)c1ccc(N)cc1,0.12138815747353844,train
Clc1ccc(Cl)c(Cl)c1,-0.3498890663192167,train
Oc1ccccc1O,1.687151089910249,train
Cc1ccccc1Br,0.3081571599211807,train
CCNc1ccccc1,0.564601645147218,train
CN(C)C(=O)Nc1ccc(Cl)cc1,-0.011188802813129888,train
Brc1cc(Br)c(Br)cc1Br,-1.9901660567272668,train
COc1ccc(Cl)cc1,0.042035524309255355,train
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-0.5676249500017012,train
NC(=O)c1ccccc1O,0.5065387428318887,train
Cc1ccccc1N(=O)=O,0.2597714079917397,train
CCc1ccccc1C,-0.166023208987341,train
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-0.741813656947689,train
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,-0.5579477996158129,train
COc1ccc(cc1)N(=O)=O,0.22106280644818688,train
Nc1ccc(cc1)S(N)(=O)=O,0.7387903520932055,train
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-1.7530758722730055,train
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-0.6421390079730404,train
Clc1cccc(Cl)c1Cl,-0.5482706492299249,train
O=N(=O)c1cc(Cl)c(Cl)cc1,-0.161184633794397,train
CCOc1ccc(NC(N)=O)cc1,0.33718861107884535,train
COc1ccc(C=CC)cc1,-0.12731460744378817,train
CC(C)c1ccc(NC(=O)N(C)C)cc1,-0.32376076027731865,train
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-0.1708617841802852,train
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-0.6450421530888069,train
CC(C)c1ccccc1C,-0.43214484459926633,train
Nc1cccc(Cl)c1,0.7242746265143732,train
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-0.27247186323211126,train
Cc1cccc(O)c1,1.058136314827516,train
O=N(=O)c1ccc(cc1)N(=O)=O,-0.25311756246033484,train
CN(C)C(=O)Nc1ccccc1,0.612987397076659,train
ClCc1ccccc1,0.23073995683407508,train
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-0.5114974777635497,train
CC(=O)Nc1ccc(F)cc1,0.5258930436036652,train
CCc1cccc(CC)c1N(COC)C(=O)CCl ,-0.1902160849520614,train
Clc1ccc(cc1)N(=O)=O,-0.025704528391962092,train
Clc1ccccc1N(=O)=O,0.15332275374696963,train
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.9208409390866202,train
O=N(=O)c1ccccc1,0.5162158932177769,train
Ic1ccccc1,-0.06925170512845892,train
COc1ccccc1OCC(O)COC(N)=O,0.9105597714427212,train
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-0.6402035778958629,train
Oc1cccc(Cl)c1Cl,0.7581446528649819,train
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-0.06441312993551492,train
Cc1ccc(N)cc1,0.8016918296014789,train
c1ccccc1(OC(=O)NC),0.5147643206598937,train
Cc1cccc(C)c1C,-0.161184633794397,train
CNC(=O)Oc1ccc(N(C)C)c(C)c1,0.2452556824129075,train
Oc1c(Br)cc(C#N)cc1Br ,-0.22408611130267023,train
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-0.6837507546323598,train
NC(=O)NCc1ccccc1 ,0.9274947846180255,train
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-0.298116311754715,train
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.3508567813578056,train
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,0.3449303313875559,train
Oc1ccc(cc1)N(=O)=O,1.0291048636698517,train
Nc1ccccc1N(=O)=O,0.4387986901306714,train
Cc1c(cccc1N(=O)=O)N(=O)=O,-0.06441312993551492,train
c1(Br)c(Br)cc(Br)cc1,-0.7901994088771298,train
c1(O)c(C)ccc(C(C)C)c1,0.3807357878153422,train
CN(C)C=Nc1ccc(Cl)cc1C,0.00332692276570253,train
Nc1ccc(cc1)N(=O)=O,0.2404171072199633,train
Clc1ccccc1,0.23557853202701928,train
Brc1ccc(I)cc1,-0.8192308600347942,train
CCCCCc1ccccc1,-0.857939461578347,train
Oc1ccc(Cl)c(Cl)c1,0.7823375288297024,train
CCN(CC)c1ccccc1,-0.07892885551434713,train
Fc1cccc(F)c1,0.419444389358895,train
CC(C)(C)Cc1ccccc1,-0.6208492771240866,train
Clc1ccccc1I,-0.3256961903544963,train
Cc1cccc(C)c1O,0.7629832280579261,train
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-0.6982664802111918,train
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,0.06622840027397577,train
OCc1ccccc1,1.1936164202299508,train
Oc1ccc(Br)cc1,0.859754731916808,train
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-0.011188802813129888,train
Brc1ccc(Br)cc1,-0.5821406755805336,train
Clc1ccc(Cl)cc1,-0.1950546601450056,train
Clc1cc(Cl)cc(Cl)c1,-0.7805222584912418,train
O=Cc1ccccc1,0.811368979987367,train
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,0.4242829645518391,train
COC(=O)c1ccc(O)cc1,0.503151740196828,train
Cc1ccc(O)c(C)c1,0.811368979987367,train
Clc1cccc(c1)N(=O)=O,0.046874099502199354,train
FC(F)(F)c1ccccc1,0.17267705451874604,train
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-1.5856611705971397,train
COC(=O)c1ccccc1C(=O)OC,0.5839559459189945,train
Clc1cc(Cl)c(Cl)cc1Cl,-1.303088379329204,train
Nc1ccccc1Cl,0.6516959986202118,train
COc1cccc(Cl)c1,0.042035524309255355,train
Oc1ccc(C=O)cc1,0.9226562094250813,train
Fc1ccccc1Br,0.08074412585280798,train
Oc1ccc(Cl)cc1Cl,0.6371802730413795,train
Cc1ccccc1N,0.31783431030706893,train
c1(OC)ccc(CC=C)cc1,-0.025704528391962092,train
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-0.030543103584906302,train
Clc1ccccc1Cl,-0.08860600590023533,train
Nc1cccc(c1)N(=O)=O,0.32751146069295717,train
Oc1cc(Cl)cc(Cl)c1Cl,0.09525985143164038,train
Nc1ccccc1,1.1887778450370068,train
Brc1cc(Br)cc(Br)c1,-1.3224426801009805,train
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-1.3805055824163097,train
COc1cc(CC=C)ccc1O,0.6323416978484353,train
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,-1.428891334345751,train
COC(=O)c1cc(O)c(O)c(O)c1 ,0.7871761040226466,train
Fc1cccc(Br)c1,0.09525985143164038,train
Clc1ccc(Br)cc1,-0.3692433670909931,train
COc1ccccc1N(=O)=O,0.4387986901306714,train
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-0.24827898726739064,train
COc1ccccc1O ,0.4387986901306714,train
Oc1ccc(Cl)c(Cl)c1Cl,0.09525985143164038,train
COc1ccccc1,0.49202301725305647,train
CCc1ccc(C)cc1,-0.11763745705789995,train
O=N(=O)c1cccc(c1)N(=O)=O,0.2791257087635161,train
Nc1ccc(Cl)cc1,0.5839559459189945,train
CC(C)(C)c1ccccc1,-0.38375909266982555,train
Brc1ccccc1,0.15332275374696963,train
CCOC(=O)c1ccc(O)cc1,0.25009425760585147,train
COC(=O)c1ccccc1,0.49202301725305647,train
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-0.45149914537104274,train
Oc1ccccc1Cl,0.8742704574956403,train
CCOc1ccccc1,0.2597714079917397,train
CCOC(=O)C=Cc1ccccc1,-0.06441312993551492,train
Cc1ccc(cc1)S(=O)(=O)N,0.5452473443754415,train
CC(OC(=O)Nc1cccc(Cl)c1)C#C,0.12090429995424408,train
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,0.2742871335705721,train
Cc1ccc(C)c(C)c1,-0.21440896091678202,train
Oc1cc(Cl)c(Cl)cc1Cl,0.31783431030706893,train
NNc1ccccc1,1.4210294542983235,train
Oc1c(Cl)ccc(Cl)c1Cl,0.1097755770104726,train
Brc1cccc(Br)c1,-0.3256961903544963,train
CC(=O)Nc1ccccc1,0.7436289272861496,train
CC(=O)c1ccccc1,0.7678218032508701,train
CCCOC(=O)c1ccc(N)cc1,0.20074079063782174,train
CCOC(=O)c1ccccc1,0.26460998318468393,train
CON(C)C(=O)Nc1ccc(Cl)cc1,0.14364560336108143,train
Cc1ccc(Br)cc1,-0.1563460586014528,train
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-1.288572653750372,train
Cc1cc(C)c(O)c(C)c1,0.3952515133941746,train
c1ccccc1,0.5936330963048826,train
Clc1ccc(I)cc1,-0.5627863748087573,train
COc1ccc(NC(=O)N(C)C)cc1Cl,0.1465487484768478,train
CC(C)N(C(=O)CCl)c1ccccc1 ,0.18719278009757825,train
C=Cc1ccccc1,0.022681223537478944,train
Cc1ccccc1C,0.03235837392336715,train
Oc1ccc(O)cc1,1.3049036496676651,train
c1(O)cc(O)ccc1CCCCCC,0.13396845297519322,train
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-0.11279888186495596,train
Clc1cccc(Cl)c1,-0.08376743070729133,train
c1ccccc1SC,0.23073995683407508,train
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-1.980488906341378,train
Cc1cc(C)cc(O)c1,0.709758900935541,train
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-0.7272979313688566,train
CC(=O)Nc1ccc(Cl)cc1,0.011552500593707452,train
CNc1ccccc1,0.7678218032508701,train
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,0.682662879855054,train
Oc1cccc(Cl)c1,1.0484591644416281,train
